"WCVP_taxon_id";"Analysis_species_key";"Species_current";"Genus_current";"Research_studied_binary";"Research_article_count";"Research_evidence_record_count";"Chem_richness_entities_observed";"Chem_richness_exact_structures";"Chem_richness_classes";"Chem_richness_domains";"Chem_organ_primary_count";"Research_log1p_articles";"Research_log1p_evidence_records";"Chem_entities_per_article_observed";"POWO_native_L1_count";"POWO_native_L2_count";"POWO_native_L3_count";"POWO_native_continents";"POWO_native_codes_L3";"Trait_data_available";"Human_use_resolved";"Human_use_broad_candidate";"Human_use_any";"Economic_quantitative_data_available";"Tree_included";"Tree_match_method";"Tree_tip_original";"Tree_tip_analysis";"WCVP_taxonomic_status";"POWO_url";"WCVP_locality_count";"WCVP_TDWG_count";"WCVP_localities";"WCVP_TDWG_codes";"PalmTraits_available";"PalmTraits_source_rows_collapsed";"PalmTraits_name";"PalmTribe";"PalmSubfamily";"Climbing";"Acaulescent";"Erect";"StemSolitary";"StemArmed";"LeavesArmed";"MaxStemHeight_m";"MaxStemDia_cm";"UnderstoreyCanopy";"MaxLeafNumber";"Max_Blade_Length_m";"Max_Rachis_Length_m";"Max_Petiole_length_m";"AverageFruitLength_cm";"MinFruitLength_cm";"MaxFruitLength_cm";"AverageFruitWidth_cm";"MinFruitWidth_cm";"MaxFruitWidth_cm";"FruitSizeCategorical";"FruitShape";"FruitColorDescription";"MainFruitColors";"Conspicuousness";"Chemically_studied_250";"Chemistry_source_taxa_collapsed";"Chemistry_merge_review";"Chemistry_name_original";"Article_count";"Organ_primary_count";"Occurrence_or_presence_records";"Chemical_entity_count";"Exact_structure_count";"Chemical_domain_count";"Chemical_class_count";"Compounds_per_article";"Commodity_species_resolved";"Commodity_candidate_broad";"Commodity_assignment_count";"Commodity_domains";"Commodity_ids";"Commodity_min_confidence";"FAOSTAT_GPV_current_USD_mean_2020_2024";"FAOSTAT_GPV_constant_USD_mean_2020_2024";"FAOSTAT_production_t_mean_2020_2024";"FAOSTAT_area_harvested_ha_mean_2020_2024";"FAOSTAT_yield_kg_ha_mean_2020_2024";"IBGE_PEVS_value_BRL_mean_2020_2024";"IBGE_PAM_value_BRL_mean_2020_2024";"POWO_native_regions_L2";"POWO_native_areas_L3";"Range_log1p_native_L3";"GBIF_native_records";"GBIF_native_unique_coordinates";"GBIF_native_WGSRPD_L3_count";"GBIF_native_WGSRPD_L3_codes";"GBIF_coordinate_uncertainty_missing_share";"GHS_unique_1km_cells";"GBIF_unique_10km_cells";"GHS_cells_with_population_data";"GHS_POP_2025_sum_unique_1km_cells";"GHS_POP_2025_mean";"GHS_POP_2025_median";"GHS_POP_2025_p75";"GHS_POP_2025_max";"GHS_POP_2025_mean_log1p";"GHS_POP_2025_median_log1p";"GHS_POP_2025_share_nonzero";"GBIF_GHS_data_available";"PalmSubfamily_source";"z_Palm_stature_PC1";"z_Fruit_size_PC1";"z_log_native_range_L3";"z_log_WCVP_TDWG_sensitivity";"z_log_GBIF_10km_cells";"z_GHS_mean_exposure";"Trait_leaf_blade_z";"Trait_climbing";"Trait_acaulescent";"Trait_erect";"Trait_solitary";"Trait_stem_armed";"Trait_leaves_armed";"Trait_canopy";"Native_Africa";"Native_Asia_temperate";"Native_Asia_tropical";"Native_Australasia";"Native_Europe";"Native_Northern_America";"Native_Pacific";"Native_Southern_America"
"524968";"WCVP_524968";"Calamus superciliatus";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162492-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;3;3;1;"NWG";1;2;2;2;0;0;0;0;0;0;0;0;1;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;-0.88007773867988;-1.00122540743055;;;;;;;;;0;0;1;0;0;0;0;0
"524980";"WCVP_524980";"Calamus pintaudii";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162491-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;5;1;1;"NWG";1;1;1;1;135.103146333247;135.103146333247;135.103146333247;135.103146333247;135.103146333247;4.91341302719511;4.91341302719511;1;1;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;-1.16385849192988;1.86696444363022;;;;;;;;;0;0;1;0;0;0;0;0
"525008";"WCVP_525008";"Calamus capillosus";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162483-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;1;0;0;0;0;0
"525009";"WCVP_525009";"Calamus baiyerensis";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162482-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;1;0;0;0;0;0
"525019";"WCVP_525019";"Calamus erythrocarpus";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162484-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;1;0;0;0;0;0
"525021";"WCVP_525021";"Calamus heatubunii";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162485-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;12;7;1;"NWG";0.571428571428571;4;2;4;39.4607040882111;9.86517602205278;0;9.86517602205278;39.4607040882111;0.925082808417382;0;0.25;1;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;-0.88007773867988;-0.461211142843433;;;;;;;;;0;0;1;0;0;0;0;0
"525086";"WCVP_525086";"Calamus kostermansii";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162488-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;1;1;1;"NWG";0;1;1;1;0;0;0;0;0;0;0;0;1;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;-1.16385849192988;-1.00122540743055;;;;;;;;;0;0;1;0;0;0;0;0
"525088";"WCVP_525088";"Calamus katikii";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162487-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;1;0;0;0;0;0
"525143";"WCVP_525143";"Calamus jacobsii";"Calamus";0;;;;;;;;0;0;;1;1;1;"ASIA-TROPICAL";"NWG";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162486-1";1;1;"New Guinea";"NWG";0;0;;;"Calamoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Papuasia";"New Guinea";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;1;0;0;0;0;0
"526180";"WCVP_526180";"Nannorrhops baluchestanica";"Nannorrhops";0;;;;;;;;0;0;;1;1;1;"ASIA-TEMPERATE";"IRN";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77164305-1";1;1;"Iran";"IRN";0;0;;;"Coryphoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Western Asia";"Iran";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;1;0;0;0;0;0;0
"526297";"WCVP_526297";"Pritchardia tahuatana";"Pritchardia";0;;;;;;;;0;0;;1;1;1;"PACIFIC";"MRQ";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77167410-1";1;1;"Marquesas";"MRQ";0;0;;;"Coryphoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"South-Central Pacific";"Marquesas";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;;;;;;;;;;;0;0;0;0;0;0;1;0
"44397";"WCVP_44397";"Coccothrinax crinita";"Coccothrinax";1;1;1;1;1;1;1;1;0.693147180559945;0.693147180559945;1;1;1;1;"SOUTHERN AMERICA";"CUB";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_crinita";"WCVP_44397";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666033-1";1;1;"Cuba";"CUB";1;1;"Coccothrinax crinita";"Cryosophileae";"Coryphoideae";0;0;1;1;0;0;10;20;"canopy";25;1.7;0.9;0.92;1.35;;;1.35;0.7;2;"small";"globose";"black";"black";"cryptic";1;1;0;"Coccothrinax crinita";1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;"Caribbean";"Cuba";0.693147180559945;4;2;1;"CUB";0;2;2;2;423.401200925931;211.700600462966;211.700600462966;290.03829529183;368.375990120694;4.96880842553297;4.96880842553297;1;1;"PalmTraits";0.739646861273621;-0.204393914823338;-0.574072302036827;-0.560147748400181;-0.88007773867988;1.89930133825494;-0.139943843074667;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"44405";"WCVP_44405";"Coccothrinax ekmanii";"Coccothrinax";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"DOM";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_ekmanii";"WCVP_44405";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62365-2";1;1;"Dominican Republic";"DOM";1;1;"Coccothrinax ekmanii";"Cryosophileae";"Coryphoideae";0;0;1;1;0;1;15;20;"canopy";;;;;0.55;;;0.55;0.5;0.6;"small";"globose";"brownish; greenish-yellow to tawny";"yellow; brown; orange";"conspicuous";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Dominican Republic";0.693147180559945;17;17;1;"DOM";0.352941176470588;7;5;7;192.454812671989;27.493544667427;0;43.2579355835914;105.938941504806;1.30629688473229;0;0.285714285714286;1;"PalmTraits";0.961902282077479;-1.2195671251323;-0.574072302036827;-0.560147748400181;-0.394951336730798;-0.238678589867298;;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1
"44406";"WCVP_44406";"Coccothrinax elegans";"Coccothrinax";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"CUB";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_elegans";"WCVP_44406";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62366-2";1;1;"Cuba";"CUB";1;1;"Coccothrinax elegans";"Cryosophileae";"Coryphoideae";0;0;1;;0;;;;;;;;;;;;;;;;"globose";;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Cuba";0.693147180559945;0;0;0;;;0;0;0;;;;;;;;;0;"PalmTraits";;;-0.574072302036827;-0.560147748400181;;;;0;0;1;;0;;;0;0;0;0;0;0;0;1
"44410";"WCVP_44410";"Coccothrinax garciana";"Coccothrinax";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"CUB";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_garciana";"WCVP_44410";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666040-1";1;1;"Cuba";"CUB";1;1;"Coccothrinax garciana";"Cryosophileae";"Coryphoideae";0;0;1;;0;;;;;;;;;;;;;;;;"ovoid";;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Cuba";0.693147180559945;1;1;1;"CUB";0;1;1;1;3317.75103634596;3317.75103634596;3317.75103634596;3317.75103634596;3317.75103634596;8.10734379726017;8.10734379726017;1;1;"PalmTraits";;;-0.574072302036827;-0.560147748400181;-1.16385849192988;3.73141177769057;;0;0;1;;0;;;0;0;0;0;0;0;0;1
"44411";"WCVP_44411";"Coccothrinax gracilis";"Coccothrinax";0;;;;;;;;0;0;;1;1;2;"SOUTHERN AMERICA";"DOM | HAI";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_gracilis";"WCVP_44411";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62370-2";2;2;"Dominican Republic; Haiti";"DOM; HAI";1;1;"Coccothrinax gracilis";"Cryosophileae";"Coryphoideae";0;0;1;1;0;0;10;15;"canopy";;;;;0.7;;;0.7;0.6;0.8;"small";;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Dominican Republic | Haiti";1.09861228866811;3;2;2;"DOM | HAI";1;2;2;2;543.146098323166;271.573049161583;271.573049161583;407.359573742375;543.146098323166;3.14960888694669;3.14960888694669;0.5;1;"PalmTraits";0.593243023003271;-0.994233526429447;0.247790570774904;0.20323533814861;-0.88007773867988;0.837349162700451;;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"44412";"WCVP_44412";"Coccothrinax guantanamensis";"Coccothrinax";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"CUB";1;0;0;0;0;1;"exact_current_name";"Coccothrinax_guantanamensis";"WCVP_44412";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62371-2";1;1;"Cuba";"CUB";1;1;"Coccothrinax guantanamensis";"Cryosophileae";"Coryphoideae";0;0;1;;0;;1.5;10;"understorey";;;;;;;;;;;;"ovoid";;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Cuba";0.693147180559945;1;1;1;"CUB";0;1;1;1;18766.0272973478;18766.0272973478;18766.0272973478;18766.0272973478;18766.0272973478;9.83985674182998;9.83985674182998;1;1;"PalmTraits";-0.487322126537065;;-0.574072302036827;-0.560147748400181;-1.16385849192988;4.74276091869354;;0;0;1;;0;;0;0;0;0;0;0;0;0;1
